smiles,性质分类,性质名,值,单位
[[[*]]]c1ccc(Oc2ccc(C(=O)Oc3ccc(C4(c5ccc(OC(=O)c6ccc(Oc7ccc(C8([[[*]]])CCC(C(C)(C)C)CC8)cc7)cc6)cc5)C5CC6CC(C5)CC4C6)cc3)cc2)cc1,热力学性质,Tg,470.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)Oc3ccc(C4(c5ccc(OC(=O)c6ccc(Oc7ccc(C8([[[*]]])CCC(C(C)(C)C)CC8)cc7)cc6)cc5)CC5CC4C4CCCC54)cc3)cc2)cc1,热力学性质,Tg,454.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)Oc3ccc(C4(c5ccc(OC(=O)c6ccc(Oc7ccc(C8([[[*]]])CCC(C(C)(C)C)CC8)cc7)cc6)cc5)CCC(c5ccccc5)CC4)cc3)cc2)cc1,热力学性质,Tg,445.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)Oc3ccc(C4(c5ccc(OC(=O)c6ccc(Oc7ccc(C8([[[*]]])CCC(C(C)(C)C)CC8)cc7)cc6)cc5)CCCCCCCCCCC4)cc3)cc2)cc1,热力学性质,Tg,454.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)Oc3ccc(C45CC6CC(CC(C6)C4)C5)c(OC(=O)c4ccc(Oc5ccc(C6([[[*]]])CCC(C(C)(C)C)CC6)cc5)cc4)c3)cc2)cc1,热力学性质,Tg,453.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3c(C(=O)c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)cc4)c(-c4ccc(F)cc4)c(-c4ccc(F)cc4)c(-c4ccc(F)cc4)c3-c3ccc(F)cc3)cc2)cc1,热力学性质,Tg,525.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3c(C(=O)c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)cc4)c(-c4ccccc4)c(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)c3-c3ccccc3)cc2)cc1,热力学性质,Tg,537.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,459.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,热力学性质,Tg,444.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,433.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)s4)cc3)s2)cc1,热力学性质,Tg,427.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(C(C)(C)c4ccc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,444.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(C(c4ccc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,热力学性质,Tg,454.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c([[[*]]])c7ccccc57)C(=O)N(C)C6=O)cc4)cc3)cc2)cc1,热力学性质,Tg,556.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c([[[*]]])c7ccccc57)C(=O)N(CCCCCCCCCCCC)C6=O)cc4)cc3)cc2)cc1,热力学性质,Tg,420.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,435.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(C)(C)C5CCC([[[*]]])(C)CC5)cc4)cc3)cc2)cc1,热力学性质,Tg,473.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([[[*]]])(C)C)cc4)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1,热力学性质,Tg,448.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([[[*]]])(C)C)cc4)cc3)cc2)cc1,热力学性质,Tg,428.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([[[*]]])(C)C)cc4)s3)cc2)cc1,热力学性质,Tg,424.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([[[*]]])(C)C)cc4)s3)s2)cc1,热力学性质,Tg,397.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([[[*]]])CCC6CCCCC6C5)cc4C)cc3)cc2)c(C)c1,热力学性质,Tg,474.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([[[*]]])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,热力学性质,Tg,491.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([[[*]]])c6ccccc6C(=O)N5C)cc4)cc3)cc2)cc1,热力学性质,Tg,518.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,448.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,468.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C(=O)c8ccc(Oc9ccc(C%10([[[*]]])OC(=O)c%11ccccc%11%10)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,热力学性质,Tg,541.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc(Oc9ccc(C%10([[[*]]])OC(=O)c%11ccccc%11%10)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,热力学性质,Tg,533.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc(Oc9ccc(C([[[*]]])(C)C)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,热力学性质,Tg,490.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccc4cc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)ccc4c3)cc2)cc1,热力学性质,Tg,458.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c([[[*]]])c8ccccc68)C(=O)N(C)C7=O)cc5)cc4)c3)cc2)cc1,热力学性质,Tg,524.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c([[[*]]])c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,热力学性质,Tg,413.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)cc4)c3)cc2)cc1,热力学性质,Tg,426.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(C6([[[*]]])CCC7CCCCC7C6)cc5C)cc4)c3)cc2)c(C)c1,热力学性质,Tg,458.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(C6([[[*]]])c7ccccc7-c7ccccc76)cc5C)cc4)c3)cc2)c(C)c1,热力学性质,Tg,490.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3cccc4cccc(C(=O)c5ccc(Oc6ccc(C([[[*]]])(C)C)cc6)cc5)c34)cc2)cc1,热力学性质,Tg,483.65,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccccc3)c(-c3cc(Oc4ccc(C([[[*]]])(C)C)cc4)ccc3C(=O)c3ccccc3)c2)cc1,热力学性质,Tg,429.15,K
[[[*]]]c1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4ccc(C([[[*]]])(C)C)cc4)cc3)cc2)cc1,热力学性质,Tg,445.15,K
[[[*]]]c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc([[[*]]])n5-c5ccc(C)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,478.15,K
[[[*]]]c1ccc(Oc2ccc(C(C)(C)c3ccccc3)cc2)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([[[*]]])C5=O)cc3C2=O)c1,热力学性质,Tg,548.15,K
[[[*]]]c1ccc(Oc2ccc(C(C)(C)c3ccccc3)cc2)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([[[*]]])C5=O)cc3C2=O)c1,热力学性质,Tg,540.15,K
[[[*]]]c1ccc(Oc2ccc(C(O)C(O)c3ccc(Oc4ccc(C([[[*]]])(C)C)cc4)cc3)cc2)cc1,热力学性质,Tg,424.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5ccc([[[*]]])s5)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,热力学性质,Tg,428.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5cccc([[[*]]])n5)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,热力学性质,Tg,426.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5cnc([[[*]]])o5)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,热力学性质,Tg,478.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([[[*]]])c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,561.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([[[*]]])n5-c5ccc(C)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,486.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([[[*]]])n5-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,484.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([[[*]]])n5-c5ccc(S(C)(=O)=O)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,499.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([[[*]]])n5-c5cccc(C(F)(F)F)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,458.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([[[*]]])c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,575.65,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([[[*]]])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,热力学性质,Tg,526.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)CC(=O)N([[[*]]])C5=S)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,420.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N([[[*]]])C7=O)cc4)c(S(=O)(=O)O)c3)(C(F)(F)F)C(F)(F)F)cc2S(=O)(=O)O)cc1,热力学性质,Tg,543.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N([[[*]]])C7=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,553.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(P([[[*]]])(=O)c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,483.65,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(P([[[*]]])(C)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,481.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([[[*]]])(=O)=O)c(C(O)(C(F)(F)F)C(F)(F)F)c4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1C(O)(C(F)(F)F)C(F)(F)F,热力学性质,Tg,421.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([[[*]]])(=O)=O)cc4)c(Br)c3)(C(F)(F)F)C(F)(F)F)cc2Br)cc1,热力学性质,Tg,470.65,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([[[*]]])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,热力学性质,Tg,472.85,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccccc3)(c3ccc(Oc4ccc(P([[[*]]])(C)=O)cc4)cc3)C(F)(F)F)cc2)cc1,热力学性质,Tg,502.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccccc3)(c3ccccc3)c3ccc(Oc4ccc(-c5nc([[[*]]])nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,热力学性质,Tg,534.15,K
[[[*]]]c1ccc(Oc2ccc(C(c3ccccc3)(c3ccccc3)c3ccc(Oc4ccc(S([[[*]]])(=O)=O)cc4)cc3)cc2)cc1,热力学性质,Tg,503.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6ccc([[[*]]])s6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,热力学性质,Tg,442.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6cccc([[[*]]])n6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,热力学性质,Tg,455.65,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6nc(-c7ccccn7)nnc6[[[*]]])cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,热力学性质,Tg,550.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6nnc([[[*]]])c7c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c67)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,热力学性质,Tg,594.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6nnc([[[*]]])c7c(-c8ccccc8)c(-c8ccc9ccccc9c8)c(-c8ccc9ccccc9c8)c(-c8ccccc8)c67)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,热力学性质,Tg,607.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)CC(=O)N([[[*]]])C6=S)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,热力学性质,Tg,448.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(P([[[*]]])(C)=O)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,热力学性质,Tg,536.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([[[*]]])(=O)=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,热力学性质,Tg,570.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([[[*]]])(=O)=O)cc5)cc4)CC4CCC3C4)cc2)cc1,热力学性质,Tg,523.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([[[*]]])(=O)=O)cc5)cc4)CCCC3)cc2)cc1,热力学性质,Tg,503.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([[[*]]])(=O)=O)cc5)cc4)CCCCC3)cc2)cc1,热力学性质,Tg,499.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([[[*]]])(=O)=O)cc5)cc4)CCCCCC3)cc2)cc1,热力学性质,Tg,520.15,K
[[[*]]]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([[[*]]])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,热力学性质,Tg,551.65,K
[[[*]]]c1ccc(Oc2ccc(C34CC5CC(C3)CC(c3ccc(Oc6ccc(S([[[*]]])(=O)=O)cc6)cc3)(C5)C4)cc2)cc1,热力学性质,Tg,515.15,K
[[[*]]]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([[[*]]])(=O)=O)cc4)cc3)cc2)cc1,热力学性质,Tg,462.7,K
[[[*]]]c1ccc(Oc2ccc(N(c3ccc(OC)cc3)c3ccc4ccc(N([[[*]]])c5ccc(OC)cc5)cc4c3)cc2)cc1,热力学性质,Tg,470.15,K
[[[*]]]c1ccc(Oc2ccc(N(c3ccc(OCCCCCC)cc3)c3ccc(-c4ccc(N([[[*]]])c5ccc(OCCCCCC)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,378.15,K
[[[*]]]c1ccc(Oc2ccc(N(c3ccccc3)c3ccc(-c4ccc(N([[[*]]])c5ccccc5)cc4)cc3)cc2)cc1,热力学性质,Tg,491.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)C(=O)N(CCCCCCN4C(=O)C(=O)N([[[*]]])C4=O)C3=O)cc2)cc1,热力学性质,Tg,445.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)C(=O)N(c4ccccc4CCc4ccc(N5C(=O)C(=O)N([[[*]]])C5=O)cc4)C3=O)cc2)cc1,热力学性质,Tg,481.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)C4CCC(C5CCC6C(=O)N(c7ccc(Oc8ccc(C([[[*]]])(C)C)cc8)cc7)C(=O)C6C5)CC4C3=O)cc2)cc1,热力学性质,Tg,498.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N([[[*]]])C(=O)C5C4C3=O)cc2)cc1,热力学性质,Tg,615.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(c6ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc6)C(=O)C5C4C3=O)cc2)cc1,热力学性质,Tg,536.65,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)CC(=O)N(c4ccc(Oc5ccc(C([[[*]]])(C)C)cc5)cc4)C3=S)cc2)cc1,热力学性质,Tg,423.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)CC(C)(SCCOCCSC4(C)CC(=O)N(c5ccc(Oc6ccc(N7C(=O)C(C)C(SCCOCCSC8C(=O)N([[[*]]])C(=O)C8C)C7=O)cc6)cc5)C4=O)C3=O)cc2)cc1,热力学性质,Tg,418.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)CC4C(CC5C(=O)N([[[*]]])C(=O)C54)C3=O)cc2)cc1,热力学性质,Tg,623.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)N4C(c5ccc(OC)cc5)N([[[*]]])C(=O)N4C3c3ccc(OC)cc3)cc2)cc1,热力学性质,Tg,436.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(-c6c(-c7ccccc7)c7c(c(-c8ccccc8)c6-c6ccccc6)C(=O)N([[[*]]])C7=O)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,热力学性质,Tg,686.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N([[[*]]])C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,热力学性质,Tg,633.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11ccc(C([[[*]]])(C)C)cc%11)cc9)C%10=O)cc8)cc7)cc6)cc5)cc4C3=O)cc2)cc1,热力学性质,Tg,509.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,热力学性质,Tg,510.65,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccc(-c7ccc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11ccc(C([[[*]]])(C)C)cc%11)cc9)C%10=O)cc8)cc7)cc6)cc5)cc4C3=O)cc2)cc1,热力学性质,Tg,556.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccccc6-c6ccccc6Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C([[[*]]])(C)C)cc9)cc7)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,热力学性质,Tg,502.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,热力学性质,Tg,529.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,热力学性质,Tg,519.85,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C([[[*]]])(C)C)cc9)cc7)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,热力学性质,Tg,449.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(C%11([[[*]]])CCC(C(C)(C)C)CC%11)cc%10)cc8)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,热力学性质,Tg,516.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(C%11([[[*]]])CCC(C(C)(C)C)CC%11)cc%10)cc8)C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2)cc1,热力学性质,Tg,527.15,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,热力学性质,Tg,500.65,K
[[[*]]]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([[[*]]])(C)C)cc7)c(C(F)(F)F)c5)C6=O)cc4C3=O)cc2C(F)(F)F)cc1,热力学性质,Tg,465.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,热力学性质,Tg,497.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7ccc(C([[[*]]])(C)C)cc7)cc6)cc5C4=O)cc3)cc2)cc1,热力学性质,Tg,489.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(C(=O)Nc8ccc(Oc9ccc(C([[[*]]])(C)C)cc9)cc8)cc6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,热力学性质,Tg,539.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C(C)(C)c6ccc(Oc7ccc(C(=O)Nc8ccc(Oc9ccc(C([[[*]]])(C)C)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,热力学性质,Tg,436.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C(C)(C)c6ccc(Oc7ccc(C(=O)Nc8ccc(Oc9ccc(C([[[*]]])(C)C)cc9)cc8)cc7)cc6)c5)cc4)cc3)cc2)cc1,热力学性质,Tg,420.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C(C)(C)c9ccc(C([[[*]]])(C)C)cc9)cc8)cc7)cc6)cc5c4)cc3)cc2)cc1,热力学性质,Tg,439.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C([[[*]]])(C)C)cc8)cc7)cc6)cc5c4)cc3)cc2)cc1,热力学性质,Tg,416.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C([[[*]]])(C)c9ccccc9)cc8)cc7)cc6)cc5c4)cc3)cc2)cc1,热力学性质,Tg,450.15,K
[[[*]]]c1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(C([[[*]]])(C)C)cc%10)cc9)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)cc2)cc1,热力学性质,Tg,560.15,K
